"Old_ID","ID","species","old_species"
"Sample_331_PI573649_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","331_PI573649_2","Secale cereale","Secale cereale"
"Sample_332_115_ME_L001_R1_001.unique.mapped.sorted.bam","332","Secale vavilovii x cereale","Secale vavilovii x cereale"
"Sample_332_PI284842_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","332_PI284842_1","Secale cereale","Secale cereale"
"Sample_333_115_ME_L001_R1_001.unique.mapped.sorted.bam","333","Secale vavilovii","Secale vavilovii"
"Sample_333_PI284842_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","333_PI284842_2","Secale cereale","Secale cereale"
"Sample_334_115_ME_L001_R1_001.unique.mapped.sorted.bam","334","Secale vavilovii","Secale vavilovii"
"Sample_334_2005_6_29_7_3_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","334_2005_6_29_7_3_1","Secale cereale","Secale cereale"
"Sample_335_115_ME_L001_R1_001.unique.mapped.sorted.bam","335","Secale vavilovii","Secale vavilovii"
"Sample_335_2005_6_29_7_3_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","335_2005_6_29_7_3_2","Secale cereale","Secale cereale"
"Sample_336_115_ME_L001_R1_001.unique.mapped.sorted.bam","336","Secale vavilovii","Secale vavilovii"
"Sample_336_2005_6_29_7_3_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","336_2005_6_29_7_3_3","Secale cereale","Secale cereale"
"Sample_337_115_ME_L001_R1_001.unique.mapped.sorted.bam","337","Secale vavilovii","Secale vavilovii"
"Sample_337_2005_6_30_3_6_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","337_2005_6_30_3_6_1","Secale cereale","Secale cereale"
"Sample_338_115_ME_L001_R1_001.unique.mapped.sorted.bam","338","Secale vavilovii","Secale vavilovii"
"Sample_338_2005_6_30_3_6_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","338_2005_6_30_3_6_2","Secale cereale","Secale cereale"
"Sample_339_115_ME_L001_R1_001.unique.mapped.sorted.bam","339","Secale cereale","Secale cereale"
"Sample_339_2005_6_27_4_9_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","339_2005_6_27_4_9_1","Secale cereale","Secale cereale"
"Sample_33_10_ME_L001_R1_001.unique.mapped.sorted.bam","33","Secale cereale","Secale cereale"
"Sample_33_PI168213_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","33_PI168213_1","Secale cereale","Secale cereale"
"Sample_340_115_ME_L001_R1_001.unique.mapped.sorted.bam","340","Secale cereale","Secale cereale"
"Sample_340_2005_6_27_4_9_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","340_2005_6_27_4_9_2","Secale cereale","Secale cereale"
"Sample_341_115_ME_L001_R1_001.unique.mapped.sorted.bam","341","Secale cereale","Secale cereale"
"Sample_341_2005_6_27_4_9_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","341_2005_6_27_4_9_3","Secale cereale","Secale cereale"
"Sample_342_115_ME_L001_R1_001.unique.mapped.sorted.bam","342","Secale cereale","Secale cereale"
"Sample_342_2005_6_27_4_9_4_202_ME_L001_R1_001.unique.mapped.sorted.bam","342_2005_6_27_4_9_4","Secale cereale","Secale cereale"
"Sample_343_115_ME_L001_R1_001.unique.mapped.sorted.bam","343","Secale cereale","Secale cereale"
"Sample_343_2005_6_26_2_13_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","343_2005_6_26_2_13_1","Secale cereale","Secale cereale"
"Sample_344_115_ME_L001_R1_001.unique.mapped.sorted.bam","344","Secale cereale","Secale cereale"
"Sample_344_2005_6_26_2_13_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","344_2005_6_26_2_13_2","Secale cereale","Secale cereale"
"Sample_345_115_ME_L001_R1_001.unique.mapped.sorted.bam","345","Secale cereale","Secale cereale"
"Sample_345_2005_6_26_2_13_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","345_2005_6_26_2_13_3","Secale cereale","Secale cereale"
"Sample_346_115_ME_L001_R1_001.unique.mapped.sorted.bam","346","Secale cereale","Secale cereale"
"Sample_346_2005_6_26_2_13_4_202_ME_L001_R1_001.unique.mapped.sorted.bam","346_2005_6_26_2_13_4","Secale cereale","Secale cereale"
"Sample_347_115_ME_L001_R1_001.unique.mapped.sorted.bam","347","Secale cereale","Secale cereale"
"Sample_347_2005_6_26_3_8_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","347_2005_6_26_3_8_1","Secale cereale","Secale cereale"
"Sample_348_115_ME_L001_R1_001.unique.mapped.sorted.bam","348","Secale cereale","Secale cereale"
"Sample_348_2005_6_26_3_8_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","348_2005_6_26_3_8_2","Secale cereale","Secale cereale"
"Sample_349_115_ME_L001_R1_001.unique.mapped.sorted.bam","349","Secale cereale","Secale cereale"
"Sample_349_2005_6_26_3_8_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","349_2005_6_26_3_8_3","Secale cereale","Secale cereale"
"Sample_34_10_ME_L001_R1_001.unique.mapped.sorted.bam","34","Secale cereale","Secale cereale"
"Sample_34_PI168213_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","34_PI168213_2","Secale cereale","Secale cereale"
"Sample_350_115_ME_L001_R1_001.unique.mapped.sorted.bam","350","Secale cereale","Secale cereale"
"Sample_350_2005_6_26_3_8_4_202_ME_L001_R1_001.unique.mapped.sorted.bam","350_2005_6_26_3_8_4","Secale cereale","Secale cereale"
"Sample_351_115_ME_L001_R1_001.unique.mapped.sorted.bam","351","Secale cereale","Secale cereale"
"Sample_351_2005_6_26_4_5_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","351_2005_6_26_4_5_1","Secale cereale","Secale cereale"
"Sample_352_115_ME_L001_R1_001.unique.mapped.sorted.bam","352","Secale cereale","Secale cereale"
"Sample_352_2005_6_26_4_5_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","352_2005_6_26_4_5_2","Secale cereale","Secale cereale"
"Sample_353_115_ME_L001_R1_001.unique.mapped.sorted.bam","353","Secale cereale","Secale cereale"
"Sample_353_2005_6_26_4_5_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","353_2005_6_26_4_5_3","Secale cereale","Secale cereale"
"Sample_354_115_ME_L001_R1_001.unique.mapped.sorted.bam","354","Secale cereale","Secale cereale"
"Sample_354_2005_6_26_4_5_4_202_ME_L001_R1_001.unique.mapped.sorted.bam","354_2005_6_26_4_5_4","Secale cereale","Secale cereale"
"Sample_355_115_ME_L001_R1_001.unique.mapped.sorted.bam","355","Secale cereale","Secale cereale"
"Sample_355_2005_6_27_5_13_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","355_2005_6_27_5_13_1","Secale cereale","Secale cereale"
"Sample_356_115_ME_L001_R1_001.unique.mapped.sorted.bam","356","Secale cereale","Secale cereale"
"Sample_356_2005_6_27_5_13_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","356_2005_6_27_5_13_2","Secale cereale","Secale cereale"
"Sample_357_115_ME_L001_R1_001.unique.mapped.sorted.bam","357","Secale cereale x vavilovii","Secale cereale x vavilovii"
"Sample_357_2005_6_27_5_13_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","357_2005_6_27_5_13_3","Secale cereale","Secale cereale"
"Sample_358_115_ME_L001_R1_001.unique.mapped.sorted.bam","358","Secale cereale x vavilovii","Secale cereale x vavilovii"
"Sample_358_2005_6_27_5_13_4_202_ME_L001_R1_001.unique.mapped.sorted.bam","358_2005_6_27_5_13_4","Secale cereale","Secale cereale"
"Sample_359_115_ME_L001_R1_001.unique.mapped.sorted.bam","359","Secale cereale x vavilovii","Secale cereale x vavilovii"
"Sample_359_2005_6_27_1_6_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","359_2005_6_27_1_6_1","Secale cereale","Secale cereale"
"Sample_35_10_ME_L001_R1_001.unique.mapped.sorted.bam","35","Secale cereale","Secale cereale"
"Sample_35_2006_6_27_1_9_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","35_2006_6_27_1_9_1","Secale cereale","Secale cereale"
"Sample_360_115_ME_L001_R1_001.unique.mapped.sorted.bam","360","Secale cereale x vavilovii","Secale cereale x vavilovii"
"Sample_360_2005_6_27_1_6_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","360_2005_6_27_1_6_2","Secale cereale","Secale cereale"
"Sample_361_115_ME_L001_R1_001.unique.mapped.sorted.bam","361","Secale cereale x vavilovii","Secale cereale x vavilovii"
"Sample_361_2005_6_27_1_6_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","361_2005_6_27_1_6_3","Secale cereale","Secale cereale"
"Sample_362_115_ME_L001_R1_001.unique.mapped.sorted.bam","362","Secale cereale x vavilovii","Secale cereale x vavilovii"
"Sample_362_PI535199_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","362_PI535199_1","Secale cereale","Secale cereale"
"Sample_363_115_ME_L001_R1_001.unique.mapped.sorted.bam","363","Secale cereale","Secale cereale"
"Sample_363_PI535199_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","363_PI535199_2","Secale cereale","Secale cereale"
"Sample_364_115_ME_L001_R1_001.unique.mapped.sorted.bam","364","Secale cereale","Secale cereale"
"Sample_364_CISE38_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","364_CISE38_1","Secale cereale","Secale cereale"
"Sample_365_115_ME_L001_R1_001.unique.mapped.sorted.bam","365","Secale cereale","Secale cereale"
"Sample_365_2005_6_30_5_5_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","365_2005_6_30_5_5_1","Secale cereale","Secale cereale"
"Sample_366_115_ME_L001_R1_001.unique.mapped.sorted.bam","366","Secale cereale","Secale cereale"
"Sample_366_2005_6_30_5_5_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","366_2005_6_30_5_5_2","Secale cereale","Secale cereale"
"Sample_367_115_ME_L001_R1_001.unique.mapped.sorted.bam","367","Secale cereale","Secale cereale"
"Sample_367_2005_6_30_5_5_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","367_2005_6_30_5_5_3","Secale cereale","Secale cereale"
"Sample_368_115_ME_L001_R1_001.unique.mapped.sorted.bam","368","Secale cereale","Secale cereale"
"Sample_368_2005_6_29_7_3_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","368_2005_6_29_7_3_1","Secale cereale","Secale cereale"
"Sample_369_115_ME_L001_R1_001.unique.mapped.sorted.bam","369","Secale cereale","Secale cereale"
"Sample_369_2005_6_29_7_3_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","369_2005_6_29_7_3_2","Secale cereale","Secale cereale"
"Sample_36_10_ME_L001_R1_001.unique.mapped.sorted.bam","36","Secale cereale","Secale cereale"
"Sample_36_2006_6_27_1_9_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","36_2006_6_27_1_9_2","Secale cereale","Secale cereale"
"Sample_370_115_ME_L001_R1_001.unique.mapped.sorted.bam","370","Secale cereale","Secale cereale"
"Sample_370_2005_6_26_9_5_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","370_2005_6_26_9_5_1","Secale cereale","Secale cereale"
"Sample_371_115_ME_L001_R1_001.unique.mapped.sorted.bam","371","Secale cereale","Secale cereale"
"Sample_371_2005_6_26_9_5_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","371_2005_6_26_9_5_2","Secale cereale","Secale cereale"
"Sample_372_115_ME_L001_R1_001.unique.mapped.sorted.bam","372","Secale cereale","Secale cereale"
"Sample_372_2005_6_26_9_5_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","372_2005_6_26_9_5_3","Secale cereale","Secale cereale"
"Sample_373_115_ME_L001_R1_001.unique.mapped.sorted.bam","373","Secale cereale","Secale cereale"
"Sample_373_2005_6_27_4_9_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","373_2005_6_27_4_9_1","Secale cereale","Secale cereale"
"Sample_374_115_ME_L001_R1_001.unique.mapped.sorted.bam","374","Secale cereale","Secale cereale"
"Sample_374_2005_6_27_4_9_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","374_2005_6_27_4_9_2","Secale cereale","Secale cereale"
"Sample_375_115_ME_L001_R1_001.unique.mapped.sorted.bam","375","Secale cereale","Secale cereale"
"Sample_375_2005_6_27_4_9_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","375_2005_6_27_4_9_3","Secale cereale","Secale cereale"
"Sample_376_115_ME_L001_R1_001.unique.mapped.sorted.bam","376","Secale cereale","Secale cereale"
"Sample_376_2005_6_27_4_9_4_202_ME_L001_R1_001.unique.mapped.sorted.bam","376_2005_6_27_4_9_4","Secale cereale","Secale cereale"
"Sample_377_115_ME_L001_R1_001.unique.mapped.sorted.bam","377","Secale cereale","Secale cereale"
"Sample_377_2005_6_27_4_9_5_202_ME_L001_R1_001.unique.mapped.sorted.bam","377_2005_6_27_4_9_5","Secale cereale","Secale cereale"
"Sample_378_115_ME_L001_R1_001.unique.mapped.sorted.bam","378","Secale cereale","Secale cereale"
"Sample_378_2005_6_27_5_14_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","378_2005_6_27_5_14_1","Secale cereale","Secale cereale"
"Sample_379_115_ME_L001_R1_001.unique.mapped.sorted.bam","379","Secale cereale","Secale cereale"
"Sample_379_2004_6_21_3_9_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","379_2004_6_21_3_9_1","Secale cereale","Secale cereale"
"Sample_37_10_ME_L001_R1_001.unique.mapped.sorted.bam","37","Secale cereale","Secale cereale"
"Sample_37_2006_6_26_1_5_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","37_2006_6_26_1_5_1","Secale cereale","Secale cereale"
"Sample_380_115_ME_L001_R1_001.unique.mapped.sorted.bam","380","Secale cereale","Secale cereale"
"Sample_380_2004_6_21_3_9_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","380_2004_6_21_3_9_2","Secale cereale","Secale cereale"
"Sample_381_115_ME_L001_R1_001.unique.mapped.sorted.bam","381","Secale cereale","Secale cereale"
"Sample_381_2004_6_21_3_9_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","381_2004_6_21_3_9_3","Secale cereale","Secale cereale"
"Sample_382_115_ME_L001_R1_001.unique.mapped.sorted.bam","382","Secale cereale","Secale cereale"
"Sample_382_2004_6_21_3_9_4_202_ME_L001_R1_001.unique.mapped.sorted.bam","382_2004_6_21_3_9_4","Secale cereale","Secale cereale"
"Sample_383_115_ME_L001_R1_001.unique.mapped.sorted.bam","383","Secale cereale","Secale cereale"
"Sample_383_2004_6_21_4_7_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","383_2004_6_21_4_7_1","Secale cereale","Secale cereale"
"Sample_384_115_ME_L001_R1_001.unique.mapped.sorted.bam","384","Secale cereale","Secale cereale"
"Sample_384_2004_6_21_4_7_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","384_2004_6_21_4_7_2","Secale cereale","Secale cereale"
"Sample_385_115_ME_L001_R1_001.unique.mapped.sorted.bam","385","Secale cereale","Secale cereale"
"Sample_385_2004_6_21_3_9_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","385_2004_6_21_3_9_1","Secale cereale","Secale cereale"
"Sample_386_115_ME_L001_R1_001.unique.mapped.sorted.bam","386","Secale cereale","Secale cereale"
"Sample_386_2004_6_21_3_9_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","386_2004_6_21_3_9_2","Secale cereale","Secale cereale"
"Sample_387_115_ME_L001_R1_001.unique.mapped.sorted.bam","387","Secale cereale","Secale cereale"
"Sample_387_2004_7_3_11_6_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","387_2004_7_3_11_6_1","Secale cereale","Secale cereale"
"Sample_388_115_ME_L001_R1_001.unique.mapped.sorted.bam","388","Secale cereale","Secale cereale"
"Sample_388_2004_7_3_11_6_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","388_2004_7_3_11_6_2","Secale cereale","Secale cereale"
"Sample_389_115_ME_L001_R1_001.unique.mapped.sorted.bam","389","Secale cereale","Secale cereale"
"Sample_389_2004_7_3_11_6_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","389_2004_7_3_11_6_3","Secale cereale","Secale cereale"
"Sample_38_10_ME_L001_R1_001.unique.mapped.sorted.bam","38","Secale cereale","Secale cereale"
"Sample_38_2006_6_26_1_5_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","38_2006_6_26_1_5_2","Secale cereale","Secale cereale"
"Sample_390_115_ME_L001_R1_001.unique.mapped.sorted.bam","390","Secale cereale","Secale cereale"
"Sample_390_2004_6_22_2_4_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","390_2004_6_22_2_4_1","Secale cereale","Secale cereale"
"Sample_391_115_ME_L001_R1_001.unique.mapped.sorted.bam","391","Secale cereale","Secale cereale"
"Sample_391_2004_6_23_2_7_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","391_2004_6_23_2_7_1","Secale cereale","Secale cereale"
"Sample_392_115_ME_L001_R1_001.unique.mapped.sorted.bam","392","Secale cereale","Secale cereale"
"Sample_392_2004_6_23_2_7_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","392_2004_6_23_2_7_2","Secale cereale","Secale cereale"
"Sample_393_115_ME_L001_R1_001.unique.mapped.sorted.bam","393","Secale cereale","Secale cereale"
"Sample_393_2004_6_23_2_7_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","393_2004_6_23_2_7_3","Secale cereale","Secale cereale"
"Sample_394_115_ME_L001_R1_001.unique.mapped.sorted.bam","394","Secale cereale","Secale cereale"
"Sample_394_2005_6_25_11_9_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","394_2005_6_25_11_9_1","Secale cereale","Secale cereale"
"Sample_395_115_ME_L001_R1_001.unique.mapped.sorted.bam","395","Secale cereale","Secale cereale"
"Sample_395_2005_6_25_11_9_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","395_2005_6_25_11_9_2","Secale cereale","Secale cereale"
"Sample_396_115_ME_L001_R1_001.unique.mapped.sorted.bam","396","Secale cereale","Secale cereale"
"Sample_396_2005_6_25_11_9_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","396_2005_6_25_11_9_3","Secale cereale","Secale cereale"
"Sample_397_115_ME_L001_R1_001.unique.mapped.sorted.bam","397","Secale cereale","Secale cereale"
"Sample_397_2004_6_23_3_5_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","397_2004_6_23_3_5_1","Secale cereale","Secale cereale"
"Sample_398_115_ME_L001_R1_001.unique.mapped.sorted.bam","398","Secale cereale","Secale cereale"
"Sample_398_2004_6_23_3_5_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","398_2004_6_23_3_5_2","Secale cereale","Secale cereale"
"Sample_399_115_ME_L001_R1_001.unique.mapped.sorted.bam","399","Secale cereale","Secale cereale"
"Sample_399_2004_6_23_3_5_3_202_ME_L001_R1_001.unique.mapped.sorted.bam","399_2004_6_23_3_5_3","Secale cereale","Secale cereale"
"Sample_39_10_ME_L001_R1_001.unique.mapped.sorted.bam","39","Secale cereale","Secale cereale"
"Sample_39_2006_6_25_5_4_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","39_2006_6_25_5_4_1","Secale cereale","Secale cereale"
"Sample_3_10_ME_L001_R1_001.unique.mapped.sorted.bam","3","Secale cereale","Secale cereale"
"Sample_3_2005_6_27_5_14_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","3_2005_6_27_5_14_2","Secale cereale","Secale cereale"
"Sample_400_115_ME_L001_R1_001.unique.mapped.sorted.bam","400","Secale cereale","Secale cereale"
"Sample_400_2004_6_23_3_5_4_202_ME_L001_R1_001.unique.mapped.sorted.bam","400_2004_6_23_3_5_4","Secale cereale","Secale cereale"
"Sample_401_115_ME_L001_R1_001.unique.mapped.sorted.bam","401","Secale cereale","Secale cereale"
"Sample_401_2005_6_28_12_7_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","401_2005_6_28_12_7_1","Secale cereale","Secale cereale"
"Sample_402_115_ME_L001_R1_001.unique.mapped.sorted.bam","402","Secale cereale","Secale cereale"
"Sample_402_2005_6_28_12_7_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","402_2005_6_28_12_7_2","Secale cereale","Secale cereale"
"Sample_403_115_ME_L001_R1_001.unique.mapped.sorted.bam","403","Secale cereale","Secale cereale"
"Sample_403_2004_6_29_10_4_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","403_2004_6_29_10_4_1","Secale cereale","Secale cereale"
"Sample_404_115_ME_L001_R1_001.unique.mapped.sorted.bam","404","Secale cereale","Secale cereale"
"Sample_404_2005_6_28_3_5_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","404_2005_6_28_3_5_1","Secale cereale","Secale cereale"
"Sample_405_115_ME_L001_R1_001.unique.mapped.sorted.bam","405","Secale cereale","Secale cereale"
"Sample_405_2005_6_28_5_7_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","405_2005_6_28_5_7_1","Secale cereale","Secale cereale"
"Sample_406_115_ME_L001_R1_001.unique.mapped.sorted.bam","406","Secale cereale","Secale cereale"
"Sample_407_115_ME_L001_R1_001.unique.mapped.sorted.bam","407","Secale cereale","Secale cereale"
"Sample_408_115_ME_L001_R1_001.unique.mapped.sorted.bam","408","Secale cereale","Secale cereale"
"Sample_409_115_ME_L001_R1_001.unique.mapped.sorted.bam","409","Secale cereale","Secale cereale"
"Sample_40_10_ME_L001_R1_001.unique.mapped.sorted.bam","40","Secale cereale","Secale cereale"
"Sample_40_2006_6_25_5_4_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","40_2006_6_25_5_4_2","Secale cereale","Secale cereale"
"Sample_410_115_ME_L001_R1_001.unique.mapped.sorted.bam","410","Secale cereale","Secale cereale"
"Sample_411_115_ME_L001_R1_001.unique.mapped.sorted.bam","411","Secale cereale","Secale cereale"
"Sample_412_115_ME_L001_R1_001.unique.mapped.sorted.bam","412","Secale cereale","Secale cereale"
"Sample_413_115_ME_L001_R1_001.unique.mapped.sorted.bam","413","Secale cereale","Secale cereale"
"Sample_414_115_ME_L001_R1_001.unique.mapped.sorted.bam","414","Secale cereale","Secale cereale"
"Sample_415_115_ME_L001_R1_001.unique.mapped.sorted.bam","415","Secale cereale","Secale cereale"
"Sample_416_115_ME_L001_R1_001.unique.mapped.sorted.bam","416","Secale cereale","Secale cereale"
"Sample_417_115_ME_L001_R1_001.unique.mapped.sorted.bam","417","Secale cereale","Secale cereale"
"Sample_418_115_ME_L001_R1_001.unique.mapped.sorted.bam","418","Secale cereale","Secale cereale"
"Sample_419_115_ME_L001_R1_001.unique.mapped.sorted.bam","419","Secale cereale","Secale cereale"
"Sample_41_10_ME_L001_R1_001.unique.mapped.sorted.bam","41","Secale cereale","Secale cereale"
"Sample_41_2006_6_25_3_7_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","41_2006_6_25_3_7_1","Secale cereale","Secale cereale"
"Sample_420_115_ME_L001_R1_001.unique.mapped.sorted.bam","420","Secale cereale","Secale cereale"
"Sample_421_115_ME_L001_R1_001.unique.mapped.sorted.bam","421","Secale cereale","Secale cereale"
"Sample_422_115_ME_L001_R1_001.unique.mapped.sorted.bam","422","Secale cereale","Secale cereale"
"Sample_423_115_ME_L001_R1_001.unique.mapped.sorted.bam","423","Secale cereale","Secale cereale"
"Sample_424_115_ME_L001_R1_001.unique.mapped.sorted.bam","424","Secale cereale","Secale cereale"
"Sample_425_115_ME_L001_R1_001.unique.mapped.sorted.bam","425","Secale cereale","Secale cereale"
"Sample_426_115_ME_L001_R1_001.unique.mapped.sorted.bam","426","Secale cereale","Secale cereale"
"Sample_427_115_ME_L001_R1_001.unique.mapped.sorted.bam","427","Secale cereale","Secale cereale"
"Sample_428_115_ME_L001_R1_001.unique.mapped.sorted.bam","428","Secale cereale","Secale cereale"
"Sample_429_115_ME_L001_R1_001.unique.mapped.sorted.bam","429","Secale cereale","Secale cereale"
"Sample_42_10_ME_L001_R1_001.unique.mapped.sorted.bam","42","Secale cereale","Secale cereale"
"Sample_42_2006_6_25_3_7_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","42_2006_6_25_3_7_2","Secale cereale","Secale cereale"
"Sample_430_115_ME_L001_R1_001.unique.mapped.sorted.bam","430","Secale cereale","Secale cereale"
"Sample_431_115_ME_L001_R1_001.unique.mapped.sorted.bam","431","Secale cereale","Secale cereale"
"Sample_432_115_ME_L001_R1_001.unique.mapped.sorted.bam","432","Secale cereale","Secale cereale"
"Sample_433_115_ME_L001_R1_001.unique.mapped.sorted.bam","433","Secale cereale","Secale cereale"
"Sample_434_115_ME_L001_R1_001.unique.mapped.sorted.bam","434","Secale cereale","Secale cereale"
"Sample_435_115_ME_L001_R1_001.unique.mapped.sorted.bam","435","Secale cereale","Secale cereale"
"Sample_436_115_ME_L001_R1_001.unique.mapped.sorted.bam","436","Secale cereale","Secale cereale"
"Sample_437_115_ME_L001_R1_001.unique.mapped.sorted.bam","437","Secale cereale","Secale cereale"
"Sample_438_115_ME_L001_R1_001.unique.mapped.sorted.bam","438","Secale cereale","Secale cereale"
"Sample_439_115_ME_L001_R1_001.unique.mapped.sorted.bam","439","Secale cereale","Secale cereale"
"Sample_43_10_ME_L001_R1_001.unique.mapped.sorted.bam","43","Secale cereale","Secale cereale"
"Sample_43_2006_6_20_10_7_1_202_ME_L001_R1_001.unique.mapped.sorted.bam","43_2006_6_20_10_7_1","Secale cereale","Secale cereale"
"Sample_440_115_ME_L001_R1_001.unique.mapped.sorted.bam","440","Secale cereale","Secale cereale"
"Sample_441_115_ME_L001_R1_001.unique.mapped.sorted.bam","441","Secale cereale","Secale cereale"
"Sample_442_115_ME_L001_R1_001.unique.mapped.sorted.bam","442","Secale cereale","Secale cereale"
"Sample_443_115_ME_L001_R1_001.unique.mapped.sorted.bam","443","Secale cereale","Secale cereale"
"Sample_444_115_ME_L001_R1_001.unique.mapped.sorted.bam","444","Secale cereale","Secale cereale"
"Sample_445_115_ME_L001_R1_001.unique.mapped.sorted.bam","445","Secale cereale","Secale cereale"
"Sample_446_115_ME_L001_R1_001.unique.mapped.sorted.bam","446","Secale cereale","Secale cereale"
"Sample_447_115_ME_L001_R1_001.unique.mapped.sorted.bam","447","Secale cereale","Secale cereale"
"Sample_448_115_ME_L001_R1_001.unique.mapped.sorted.bam","448","Secale cereale","Secale cereale"
"Sample_449_115_ME_L001_R1_001.unique.mapped.sorted.bam","449","Secale cereale","Secale cereale"
"Sample_44_10_ME_L001_R1_001.unique.mapped.sorted.bam","44","Secale cereale","Secale cereale"
"Sample_44_2006_6_20_10_7_2_202_ME_L001_R1_001.unique.mapped.sorted.bam","44_2006_6_20_10_7_2","Secale cereale","Secale cereale"
"Sample_450_115_ME_L001_R1_001.unique.mapped.sorted.bam","450","Secale cereale","Secale cereale"
"Sample_451_115_ME_L001_R1_001.unique.mapped.sorted.bam","451","Secale cereale","Secale cereale"
"Sample_452_115_ME_L001_R1_001.unique.mapped.sorted.bam","452","Secale cereale","Secale cereale"
"Sample_453_115_ME_L001_R1_001.unique.mapped.sorted.bam","453","Secale sylvestre","Secale sylvestre"
"Sample_454_115_ME_L001_R1_001.unique.mapped.sorted.bam","454","Secale sylvestre","Secale sylvestre"
"Sample_455_115_ME_L001_R1_001.unique.mapped.sorted.bam","455","Secale sylvestre","Secale sylvestre"
"Sample_456_115_ME_L001_R1_001.unique.mapped.sorted.bam","456","Secale sylvestre","Secale sylvestre"
"Sample_457_115_ME_L001_R1_001.unique.mapped.sorted.bam","457","Secale sylvestre","Secale sylvestre"
"Sample_458_115_ME_L001_R1_001.unique.mapped.sorted.bam","458","Secale sylvestre","Secale sylvestre"
