"Old_ID","ID","species","old_species"
"3019385_R_2082_DIV_22_4_S214_L002_R1_001.unique.mapped.sorted.bam","R_2082_DIV_22_4","Secale cereale","Secale cereale"
"3019386_R_2596_DIV_22_5_S226_L002_R1_001.unique.mapped.sorted.bam","R_2596_DIV_22_5","Secale vavilovii x cereale","Secale vavilovii x cereale"
"3019387_R_2863_DIV_22_6_S238_L002_R1_001.unique.mapped.sorted.bam","R_2863_DIV_22_6","Secale cereale","Secale cereale"
"3019388_R_1133_DIV_22_1_S249_L002_R1_001.unique.mapped.sorted.bam","R_1133_DIV_22_1","Secale cereale","Secale cereale"
"3019389_R_2606_DIV_22_4_S260_L002_R1_001.unique.mapped.sorted.bam","R_2606_DIV_22_4","Secale cereale","Secale cereale"
"3019390_R_1987_DIV_22_1_S179_L002_R1_001.unique.mapped.sorted.bam","R_1987_DIV_22_1","Secale cereale","Secale cereale"
"3019391_R_2596_DIV_22_1_S191_L002_R1_001.unique.mapped.sorted.bam","R_2596_DIV_22_1","Secale vavilovii x cereale","Secale vavilovii x cereale"
"3019392_R_1572_DIV_22_4_S203_L002_R1_001.unique.mapped.sorted.bam","R_1572_DIV_22_4","Secale cereale","Secale cereale"
"3019393_R_2082_DIV_22_6_S215_L002_R1_001.unique.mapped.sorted.bam","R_2082_DIV_22_6","Secale cereale","Secale cereale"
"3019394_R_2596_DIV_22_6_S227_L002_R1_001.unique.mapped.sorted.bam","R_2596_DIV_22_6","Secale vavilovii x cereale","Secale vavilovii x cereale"
"3019395_R_2859_DIV_22_1_S239_L002_R1_001.unique.mapped.sorted.bam","R_2859_DIV_22_1","Secale strictum","Secale strictum"
"3019396_R_1133_DIV_22_2_S250_L002_R1_001.unique.mapped.sorted.bam","R_1133_DIV_22_2","Secale cereale","Secale cereale"
"3019397_R_2420_DIV_22_1_S261_L002_R1_001.unique.mapped.sorted.bam","R_2420_DIV_22_1","Secale cereale","Secale cereale"
"3019398_R_1987_DIV_22_2_S180_L002_R1_001.unique.mapped.sorted.bam","R_1987_DIV_22_2","Secale cereale","Secale cereale"
"3019399_R_2302_DIV_22_2_S192_L002_R1_001.unique.mapped.sorted.bam","R_2302_DIV_22_2","Secale cereale","Secale cereale"
"3019400_R_875_DIV_22_1_S204_L002_R1_001.unique.mapped.sorted.bam","R_875_DIV_22_1","Secale cereale","Secale cereale"
"3019401_R_2136_DIV_22_2_S216_L002_R1_001.unique.mapped.sorted.bam","R_2136_DIV_22_2","Secale cereale","Secale cereale"
"3019402_R_2302_DIV_22_1_S228_L002_R1_001.unique.mapped.sorted.bam","R_2302_DIV_22_1","Secale cereale","Secale cereale"
"3019403_R_2859_DIV_22_2_S240_L002_R1_001.unique.mapped.sorted.bam","R_2859_DIV_22_2","Secale strictum","Secale strictum"
"3019404_R_1139_DIV_22_1_S251_L002_R1_001.unique.mapped.sorted.bam","R_1139_DIV_22_1","Secale cereale","Secale cereale"
"3019405_R_1423_DIV_22_1_S262_L002_R1_001.unique.mapped.sorted.bam","R_1423_DIV_22_1","Secale cereale","Secale cereale"
"3019406_R_1987_DIV_22_3_S181_L002_R1_001.unique.mapped.sorted.bam","R_1987_DIV_22_3","Secale cereale","Secale cereale"
"3019407_R_2302_DIV_22_5_S193_L002_R1_001.unique.mapped.sorted.bam","R_2302_DIV_22_5","Secale cereale","Secale cereale"
"3019408_R_875_DIV_22_2_S205_L002_R1_001.unique.mapped.sorted.bam","R_875_DIV_22_2","Secale cereale","Secale cereale"
"3019409_R_2136_DIV_22_3_S217_L002_R1_001.unique.mapped.sorted.bam","R_2136_DIV_22_3","Secale cereale","Secale cereale"
"3019410_R_2302_DIV_22_3_S229_L002_R1_001.unique.mapped.sorted.bam","R_2302_DIV_22_3","Secale cereale","Secale cereale"
"3019411_R_2859_DIV_22_4_S241_L002_R1_001.unique.mapped.sorted.bam","R_2859_DIV_22_4","Secale strictum","Secale strictum"
"3019412_R_1139_DIV_22_5_S252_L002_R1_001.unique.mapped.sorted.bam","R_1139_DIV_22_5","Secale cereale","Secale cereale"
"3019413_R_1423_DIV_22_2_S263_L002_R1_001.unique.mapped.sorted.bam","R_1423_DIV_22_2","Secale cereale","Secale cereale"
"3019414_R_1987_DIV_22_4_S182_L002_R1_001.unique.mapped.sorted.bam","R_1987_DIV_22_4","Secale cereale","Secale cereale"
"3019415_R_2413_DIV_22_1_S194_L002_R1_001.unique.mapped.sorted.bam","R_2413_DIV_22_1","Secale cereale","Secale cereale"
"3019416_R_875_DIV_22_3_S206_L002_R1_001.unique.mapped.sorted.bam","R_875_DIV_22_3","Secale cereale","Secale cereale"
"3019417_R_2136_DIV_22_4_S218_L002_R1_001.unique.mapped.sorted.bam","R_2136_DIV_22_4","Secale cereale","Secale cereale"
"3019418_R_2302_DIV_22_4_S230_L002_R1_001.unique.mapped.sorted.bam","R_2302_DIV_22_4","Secale cereale","Secale cereale"
"3019419_R_2859_DIV_22_5_S242_L002_R1_001.unique.mapped.sorted.bam","R_2859_DIV_22_5","Secale strictum","Secale strictum"
"3019420_R_18_DIV_22_1_S253_L002_R1_001.unique.mapped.sorted.bam","R_18_DIV_22_1","Secale cereale","Secale cereale"
"3019421_R_1423_DIV_22_4_S264_L002_R1_001.unique.mapped.sorted.bam","R_1423_DIV_22_4","Secale cereale","Secale cereale"
"3019422_R_1987_DIV_22_5_S183_L002_R1_001.unique.mapped.sorted.bam","R_1987_DIV_22_5","Secale cereale","Secale cereale"
"3019423_R_2413_DIV_22_2_S195_L002_R1_001.unique.mapped.sorted.bam","R_2413_DIV_22_2","Secale cereale","Secale cereale"
"3019424_R_1850_DIV_22_1_S207_L002_R1_001.unique.mapped.sorted.bam","R_1850_DIV_22_1","Secale cereale","Secale cereale"
"3019425_R_2136_DIV_22_5_S219_L002_R1_001.unique.mapped.sorted.bam","R_2136_DIV_22_5","Secale cereale","Secale cereale"
"3019426_R_2302_DIV_22_6_S231_L002_R1_001.unique.mapped.sorted.bam","R_2302_DIV_22_6","Secale cereale","Secale cereale"
"3019427_R_1090_DIV_22_1_S243_L002_R1_001.unique.mapped.sorted.bam","R_1090_DIV_22_1","Secale cereale","Secale cereale"
"3019428_R_18_DIV_22_2_S254_L002_R1_001.unique.mapped.sorted.bam","R_18_DIV_22_2","Secale cereale","Secale cereale"
"3019429_R_253_DIV_22_2_S265_L002_R1_001.unique.mapped.sorted.bam","R_253_DIV_22_2","Secale cereale","Secale cereale"
"3019430_R_1987_DIV_22_6_S184_L002_R1_001.unique.mapped.sorted.bam","R_1987_DIV_22_6","Secale cereale","Secale cereale"
"3019431_R_2413_DIV_22_3_S196_L002_R1_001.unique.mapped.sorted.bam","R_2413_DIV_22_3","Secale cereale","Secale cereale"
"3019432_R_2743_DIV_22_2_S208_L002_R1_001.unique.mapped.sorted.bam","R_2743_DIV_22_2","Secale cereale","Secale cereale"
"3019433_R_2136_DIV_22_6_S220_L002_R1_001.unique.mapped.sorted.bam","R_2136_DIV_22_6","Secale cereale","Secale cereale"
"3019434_R_2413_DIV_22_5_S232_L002_R1_001.unique.mapped.sorted.bam","R_2413_DIV_22_5","Secale cereale","Secale cereale"
"3019435_R_1090_DIV_22_6_S244_L002_R1_001.unique.mapped.sorted.bam","R_1090_DIV_22_6","Secale cereale","Secale cereale"
"3019436_R_1850_DIV_22_2_S255_L002_R1_001.unique.mapped.sorted.bam","R_1850_DIV_22_2","Secale cereale","Secale cereale"
"3019437_R_687_DIV_22_1_S266_L002_R1_001.unique.mapped.sorted.bam","R_687_DIV_22_1","Secale cereale","Secale cereale"
"3019438_R_2082_DIV_22_3_S185_L002_R1_001.unique.mapped.sorted.bam","R_2082_DIV_22_3","Secale cereale","Secale cereale"
"3019439_R_2413_DIV_22_4_S197_L002_R1_001.unique.mapped.sorted.bam","R_2413_DIV_22_4","Secale cereale","Secale cereale"
"3019440_R_2606_DIV_22_5_S209_L002_R1_001.unique.mapped.sorted.bam","R_2606_DIV_22_5","Secale cereale","Secale cereale"
"3019441_R_2229_DIV_22_2_S221_L002_R1_001.unique.mapped.sorted.bam","R_2229_DIV_22_2","Secale cereale","Secale cereale"
"3019442_R_2413_DIV_22_6_S233_L002_R1_001.unique.mapped.sorted.bam","R_2413_DIV_22_6","Secale cereale","Secale cereale"
"3019443_R_1572_DIV_22_1_S245_L002_R1_001.unique.mapped.sorted.bam","R_1572_DIV_22_1","Secale cereale","Secale cereale"
"3019444_R_1850_DIV_22_3_S256_L002_R1_001.unique.mapped.sorted.bam","R_1850_DIV_22_3","Secale cereale","Secale cereale"
"3019445_R_779_DIV_22_3_S267_L002_R1_001.unique.mapped.sorted.bam","R_779_DIV_22_3","Secale cereale","Secale cereale"
"3019446_R_2082_DIV_22_5_S186_L002_R1_001.unique.mapped.sorted.bam","R_2082_DIV_22_5","Secale cereale","Secale cereale"
"3019447_R_2863_DIV_22_4_S198_L002_R1_001.unique.mapped.sorted.bam","R_2863_DIV_22_4","Secale cereale","Secale cereale"
"3019448_R_2581_DIV_22_1_S210_L002_R1_001.unique.mapped.sorted.bam","R_2581_DIV_22_1","Secale cereale","Secale cereale"
"3019449_R_2229_DIV_22_3_S222_L002_R1_001.unique.mapped.sorted.bam","R_2229_DIV_22_3","Secale cereale","Secale cereale"
"3019450_R_2863_DIV_22_1_S234_L002_R1_001.unique.mapped.sorted.bam","R_2863_DIV_22_1","Secale cereale","Secale cereale"
"3019451_R_1572_DIV_22_2_S246_L002_R1_001.unique.mapped.sorted.bam","R_1572_DIV_22_2","Secale cereale","Secale cereale"
"3019452_R_2743_DIV_22_4_S257_L002_R1_001.unique.mapped.sorted.bam","R_2743_DIV_22_4","Secale cereale","Secale cereale"
"3019453_R_788_DIV_22_1_S268_L002_R1_001.unique.mapped.sorted.bam","R_788_DIV_22_1","Secale cereale","Secale cereale"
"3019454_R_2136_DIV_22_1_S187_L002_R1_001.unique.mapped.sorted.bam","R_2136_DIV_22_1","Secale cereale","Secale cereale"
"3019455_R_1090_DIV_22_2_S199_L002_R1_001.unique.mapped.sorted.bam","R_1090_DIV_22_2","Secale cereale","Secale cereale"
"3019456_R_1423_DIV_22_3_S211_L002_R1_001.unique.mapped.sorted.bam","R_1423_DIV_22_3","Secale cereale","Secale cereale"
"3019457_R_2229_DIV_22_6_S223_L002_R1_001.unique.mapped.sorted.bam","R_2229_DIV_22_6","Secale cereale","Secale cereale"
"3019458_R_2863_DIV_22_2_S235_L002_R1_001.unique.mapped.sorted.bam","R_2863_DIV_22_2","Secale cereale","Secale cereale"
"3019459_LO7_S247_L002_R1_001.unique.mapped.sorted.bam","LO7_S247_L002_R1_001","Secale cereale","Secale cereale"
"3019462_R_687_DIV_22_5_S269_L002_R1_001.unique.mapped.sorted.bam","R_687_DIV_22_5","Secale cereale","Secale cereale"
"3019463_R_687_DIV_22_4_S280_L002_R1_001.unique.mapped.sorted.bam","R_687_DIV_22_4","Secale cereale","Secale cereale"
"3019464_R_783_DIV_22_5_S290_L002_R1_001.unique.mapped.sorted.bam","R_783_DIV_22_5","Secale cereale","Secale cereale"
"3019465_R_1001_DIV_22_5_S301_L002_R1_001.unique.mapped.sorted.bam","R_1001_DIV_22_5","Secale cereale","Secale cereale"
"3019466_R_1091_DIV_22_5_S311_L002_R1_001.unique.mapped.sorted.bam","R_1091_DIV_22_5","Secale cereale","Secale cereale"
"3019467_R_2434_DIV_22_5_S321_L002_R1_001.unique.mapped.sorted.bam","R_2434_DIV_22_5","Secale vavilovii x cereale","Secale vavilovii x cereale"
"3019468_R_1213_DIV_22_6_S331_L002_R1_001.unique.mapped.sorted.bam","R_1213_DIV_22_6","Secale cereale","Secale cereale"
"3019469_R_1429_DIV_22_1_S341_L002_R1_001.unique.mapped.sorted.bam","R_1429_DIV_22_1","Secale cereale","Secale cereale"
"3019470_R_788_DIV_22_2_S270_L002_R1_001.unique.mapped.sorted.bam","R_788_DIV_22_2","Secale cereale","Secale cereale"
"3019472_R_783_DIV_22_6_S291_L002_R1_001.unique.mapped.sorted.bam","R_783_DIV_22_6","Secale cereale","Secale cereale"
"3019473_R_1001_DIV_22_6_S302_L002_R1_001.unique.mapped.sorted.bam","R_1001_DIV_22_6","Secale cereale","Secale cereale"
"3019474_R_1091_DIV_22_6_S312_L002_R1_001.unique.mapped.sorted.bam","R_1091_DIV_22_6","Secale cereale","Secale cereale"
"3019475_R_2434_DIV_22_6_S322_L002_R1_001.unique.mapped.sorted.bam","R_2434_DIV_22_6","Secale vavilovii x cereale","Secale vavilovii x cereale"
"3019476_R_1257_DIV_22_6_S332_L002_R1_001.unique.mapped.sorted.bam","R_1257_DIV_22_6","Secale cereale","Secale cereale"
"3019477_R_1001_DIV_22_3_S342_L002_R1_001.unique.mapped.sorted.bam","R_1001_DIV_22_3","Secale cereale","Secale cereale"
"3019478_R_788_DIV_22_4_S271_L002_R1_001.unique.mapped.sorted.bam","R_788_DIV_22_4","Secale cereale","Secale cereale"
"3019479_R_687_DIV_22_6_S281_L002_R1_001.unique.mapped.sorted.bam","R_687_DIV_22_6","Secale cereale","Secale cereale"
"3019480_R_864_DIV_22_1_S292_L002_R1_001.unique.mapped.sorted.bam","R_864_DIV_22_1","Secale cereale","Secale cereale"
"3019481_R_1022_DIV_22_1_S303_L002_R1_001.unique.mapped.sorted.bam","R_1022_DIV_22_1","Secale cereale","Secale cereale"
"3019482_R_1112_DIV_22_1_S313_L002_R1_001.unique.mapped.sorted.bam","R_1112_DIV_22_1","Secale cereale","Secale cereale"
"3019483_R_2449_DIV_22_1_S323_L002_R1_001.unique.mapped.sorted.bam","R_2449_DIV_22_1","Secale cereale","Secale cereale"
"3019484_R_1384_DIV_22_6_S333_L002_R1_001.unique.mapped.sorted.bam","R_1384_DIV_22_6","Secale cereale","Secale cereale"
"3019485_R_1091_DIV_22_3_S343_L002_R1_001.unique.mapped.sorted.bam","R_1091_DIV_22_3","Secale cereale","Secale cereale"
"3019486_R_788_DIV_22_5_S272_L002_R1_001.unique.mapped.sorted.bam","R_788_DIV_22_5","Secale cereale","Secale cereale"
"3019487_R_779_DIV_22_1_S282_L002_R1_001.unique.mapped.sorted.bam","R_779_DIV_22_1","Secale cereale","Secale cereale"
"3019488_R_864_DIV_22_2_S293_L002_R1_001.unique.mapped.sorted.bam","R_864_DIV_22_2","Secale cereale","Secale cereale"
"3019489_R_1022_DIV_22_2_S304_L002_R1_001.unique.mapped.sorted.bam","R_1022_DIV_22_2","Secale cereale","Secale cereale"
"3019490_R_1112_DIV_22_2_S314_L002_R1_001.unique.mapped.sorted.bam","R_1112_DIV_22_2","Secale cereale","Secale cereale"
"3019491_R_2449_DIV_22_2_S324_L002_R1_001.unique.mapped.sorted.bam","R_2449_DIV_22_2","Secale cereale","Secale cereale"
"3019492_R_1450_DIV_22_6_S334_L002_R1_001.unique.mapped.sorted.bam","R_1450_DIV_22_6","Secale cereale","Secale cereale"
"3019493_R_2434_DIV_22_3_S344_L002_R1_001.unique.mapped.sorted.bam","R_2434_DIV_22_3","Secale vavilovii x cereale","Secale vavilovii x cereale"
"3019494_R_788_DIV_22_6_S273_L002_R1_001.unique.mapped.sorted.bam","R_788_DIV_22_6","Secale cereale","Secale cereale"
"3019495_R_779_DIV_22_2_S283_L002_R1_001.unique.mapped.sorted.bam","R_779_DIV_22_2","Secale cereale","Secale cereale"
"3019496_R_864_DIV_22_3_S294_L002_R1_001.unique.mapped.sorted.bam","R_864_DIV_22_3","Secale cereale","Secale cereale"
"3019497_R_1022_DIV_22_3_S305_L002_R1_001.unique.mapped.sorted.bam","R_1022_DIV_22_3","Secale cereale","Secale cereale"
"3019498_R_1112_DIV_22_3_S315_L002_R1_001.unique.mapped.sorted.bam","R_1112_DIV_22_3","Secale cereale","Secale cereale"
"3019499_R_2449_DIV_22_3_S325_L002_R1_001.unique.mapped.sorted.bam","R_2449_DIV_22_3","Secale cereale","Secale cereale"
"3019500_R_1890_DIV_22_5_S335_L002_R1_001.unique.mapped.sorted.bam","R_1890_DIV_22_5","Secale cereale","Secale cereale"
"3019501_R_1112_DIV_22_5_S345_L002_R1_001.unique.mapped.sorted.bam","R_1112_DIV_22_5","Secale cereale",NA
"3019502_R_253_DIV_22_1_S274_L002_R1_001.unique.mapped.sorted.bam","R_253_DIV_22_1","Secale cereale","Secale cereale"
"3019503_R_779_DIV_22_4_S284_L002_R1_001.unique.mapped.sorted.bam","R_779_DIV_22_4","Secale cereale","Secale cereale"
"3019504_R_864_DIV_22_4_S295_L002_R1_001.unique.mapped.sorted.bam","R_864_DIV_22_4","Secale cereale","Secale cereale"
"3019505_R_1022_DIV_22_4_S306_L002_R1_001.unique.mapped.sorted.bam","R_1022_DIV_22_4","Secale cereale","Secale cereale"
"3019506_R_1112_DIV_22_4_S316_L002_R1_001.unique.mapped.sorted.bam","R_1112_DIV_22_4","Secale cereale","Secale cereale"
"3019507_R_2449_DIV_22_4_S326_L002_R1_001.unique.mapped.sorted.bam","R_2449_DIV_22_4","Secale cereale","Secale cereale"
"3019508_R_1972_DIV_22_4_S336_L002_R1_001.unique.mapped.sorted.bam","R_1972_DIV_22_4","Secale cereale","Secale cereale"
"3019509_R_687_DIV_22_3_S346_L002_R1_001.unique.mapped.sorted.bam","R_687_DIV_22_3","Secale cereale","Secale cereale"
"3019510_R_253_DIV_22_3_S275_L002_R1_001.unique.mapped.sorted.bam","R_253_DIV_22_3","Secale cereale","Secale cereale"
"3019511_R_779_DIV_22_5_S285_L002_R1_001.unique.mapped.sorted.bam","R_779_DIV_22_5","Secale cereale","Secale cereale"
"3019512_R_864_DIV_22_5_S296_L002_R1_001.unique.mapped.sorted.bam","R_864_DIV_22_5","Secale cereale","Secale cereale"
"3019513_R_1022_DIV_22_5_S307_L002_R1_001.unique.mapped.sorted.bam","R_1022_DIV_22_5","Secale cereale","Secale cereale"
"3019514_R_1112_DIV_22_5_S317_L002_R1_001.unique.mapped.sorted.bam","R_1112_DIV_22_5","Secale cereale",NA
"3019515_R_2449_DIV_22_5_S327_L002_R1_001.unique.mapped.sorted.bam","R_2449_DIV_22_5","Secale cereale","Secale cereale"
"3019516_R_1148_DIV_22_1_S337_L002_R1_001.unique.mapped.sorted.bam","R_1148_DIV_22_1","Secale cereale","Secale cereale"
"3019517_R_783_DIV_22_4_S347_L002_R1_001.unique.mapped.sorted.bam","R_783_DIV_22_4","Secale cereale","Secale cereale"
"3019518_R_253_DIV_22_4_S276_L002_R1_001.unique.mapped.sorted.bam","R_253_DIV_22_4","Secale cereale","Secale cereale"
"3019519_R_779_DIV_22_6_S286_L002_R1_001.unique.mapped.sorted.bam","R_779_DIV_22_6","Secale cereale","Secale cereale"
"3019520_R_864_DIV_22_6_S297_L002_R1_001.unique.mapped.sorted.bam","R_864_DIV_22_6","Secale cereale","Secale cereale"
"3019521_R_1022_DIV_22_6_S308_L002_R1_001.unique.mapped.sorted.bam","R_1022_DIV_22_6","Secale cereale","Secale cereale"
"3019522_R_1112_DIV_22_6_S318_L002_R1_001.unique.mapped.sorted.bam","R_1112_DIV_22_6","Secale cereale","Secale cereale"
"3019523_R_2449_DIV_22_6_S328_L002_R1_001.unique.mapped.sorted.bam","R_2449_DIV_22_6","Secale cereale","Secale cereale"
"3019524_R_1201_DIV_22_1_S338_L002_R1_001.unique.mapped.sorted.bam","R_1201_DIV_22_1","Secale cereale","Secale cereale"
"3019525_R_1001_DIV_22_4_S348_L002_R1_001.unique.mapped.sorted.bam","R_1001_DIV_22_4","Secale cereale","Secale cereale"
"3019526_R_253_DIV_22_5_S277_L002_R1_001.unique.mapped.sorted.bam","R_253_DIV_22_5","Secale cereale","Secale cereale"
"3019527_R_783_DIV_22_1_S287_L002_R1_001.unique.mapped.sorted.bam","R_783_DIV_22_1","Secale cereale","Secale cereale"
"3019528_R_1001_DIV_22_1_S298_L002_R1_001.unique.mapped.sorted.bam","R_1001_DIV_22_1","Secale cereale","Secale cereale"
"3019529_R_1091_DIV_22_1_S309_L002_R1_001.unique.mapped.sorted.bam","R_1091_DIV_22_1","Secale cereale","Secale cereale"
"3019530_R_2434_DIV_22_1_S319_L002_R1_001.unique.mapped.sorted.bam","R_2434_DIV_22_1","Secale vavilovii x cereale","Secale vavilovii x cereale"
"3019531_R_1084_DIV_22_4_S329_L002_R1_001.unique.mapped.sorted.bam","R_1084_DIV_22_4","Secale cereale",NA
"3019532_R_1248_DIV_22_1_S339_L002_R1_001.unique.mapped.sorted.bam","R_1248_DIV_22_1","Secale cereale","Secale cereale"
"3019533_R_1091_DIV_22_4_S349_L002_R1_001.unique.mapped.sorted.bam","R_1091_DIV_22_4","Secale cereale","Secale cereale"
"3019534_R_253_DIV_22_6_S278_L002_R1_001.unique.mapped.sorted.bam","R_253_DIV_22_6","Secale cereale","Secale cereale"
"3019535_R_783_DIV_22_2_S288_L002_R1_001.unique.mapped.sorted.bam","R_783_DIV_22_2","Secale cereale","Secale cereale"
"3019536_R_1001_DIV_22_2_S299_L002_R1_001.unique.mapped.sorted.bam","R_1001_DIV_22_2","Secale cereale","Secale cereale"
"3019537_R_1091_DIV_22_2_S310_L002_R1_001.unique.mapped.sorted.bam","R_1091_DIV_22_2","Secale cereale","Secale cereale"
"3019538_R_2434_DIV_22_2_S320_L002_R1_001.unique.mapped.sorted.bam","R_2434_DIV_22_2","Secale vavilovii x cereale","Secale vavilovii x cereale"
"3019539_R_1185_DIV_22_4_S330_L002_R1_001.unique.mapped.sorted.bam","R_1185_DIV_22_4","Secale cereale",NA
"3019540_R_1319_DIV_22_1_S340_L002_R1_001.unique.mapped.sorted.bam","R_1319_DIV_22_1","Secale cereale","Secale cereale"
"3019541_R_2434_DIV_22_4_S350_L002_R1_001.unique.mapped.sorted.bam","R_2434_DIV_22_4","Secale vavilovii x cereale","Secale vavilovii x cereale"
"3019542_R_687_DIV_22_2_S279_L002_R1_001.unique.mapped.sorted.bam","R_687_DIV_22_2","Secale cereale","Secale cereale"
"3019543_R_783_DIV_22_3_S289_L002_R1_001.unique.mapped.sorted.bam","R_783_DIV_22_3","Secale cereale","Secale cereale"
"3019544_LO7_S300_L002_R1_001.unique.mapped.sorted.bam","LO7_S300_L002_R1_001","Secale cereale","Secale cereale"
"3073208_NPK_22_B_1_S277_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_1_S277_L002_R1_001","Secale cereale","Conduct"
"3073209_NPK_22_B_13_S289_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_13_S289_L002_R1_001","Secale cereale","Conduct"
"3073210_NPK_22_B_25_S300_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_25_S300_L002_R1_001","Secale cereale","Conduct"
"3073211_NPK_22_B_37_S312_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_37_S312_L002_R1_001","Secale cereale","Conduct"
"3073212_NPK_22_B_49_S324_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_49_S324_L002_R1_001","Secale cereale","Conduct"
"3073213_NPK_22_B_61_S336_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_61_S336_L002_R1_001","Secale cereale","Conduct"
"3073214_NPK_22_B_75_S347_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_75_S347_L002_R1_001","Secale cereale","Conduct"
"3073215_NPK_22_B_87_S358_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_87_S358_L002_R1_001","Secale cereale","Conduct"
"3073216_NPK_22_B_2_S278_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_2_S278_L002_R1_001","Secale cereale","Conduct"
"3073217_NPK_22_A_14_S290_L002_R1_001.unique.mapped.sorted.bam","NPK_22_A_14_S290_L002_R1_001","Secale cereale","Conduct"
"3073218_NPK_22_B_26_S301_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_26_S301_L002_R1_001","Secale cereale","Conduct"
"3073219_NPK_22_B_38_S313_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_38_S313_L002_R1_001","Secale cereale","Conduct"
"3073220_NPK_22_B_50_S325_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_50_S325_L002_R1_001","Secale cereale","Conduct"
"3073221_NPK_22_B_62_S337_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_62_S337_L002_R1_001","Secale cereale","Conduct"
"3073222_NPK_22_B_76_S348_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_76_S348_L002_R1_001","Secale cereale","Conduct"
"3073223_NPK_22_B_88_S359_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_88_S359_L002_R1_001","Secale cereale","Conduct"
"3073224_NPK_22_B_3_S279_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_3_S279_L002_R1_001","Secale cereale","Conduct"
"3073225_NPK_22_B_15_S291_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_15_S291_L002_R1_001","Secale cereale","Conduct"
"3073226_NPK_22_B_27_S302_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_27_S302_L002_R1_001","Secale cereale","Conduct"
"3073227_NPK_22_B_39_S314_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_39_S314_L002_R1_001","Secale cereale","Conduct"
"3073228_NPK_22_B_51_S326_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_51_S326_L002_R1_001","Secale cereale","Conduct"
"3073229_NPK_22_B_63_S338_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_63_S338_L002_R1_001","Secale cereale","Conduct"
"3073230_NPK_22_B_77_S349_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_77_S349_L002_R1_001","Secale cereale","Conduct"
"3073231_NPK_22_B_89_S360_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_89_S360_L002_R1_001","Secale cereale","Conduct"
"3073232_NPK_22_B_4_S280_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_4_S280_L002_R1_001","Secale cereale","Conduct"
"3073233_NPK_22_B_16_S292_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_16_S292_L002_R1_001","Secale cereale","Conduct"
"3073234_NPK_22_B_28_S303_L002_R1_001.unique.mapped.sorted.bam","NPK_22_B_28_S303_L002_R1_001","Secale cereale","Conduct"
